user_id,age,gender,province,city,registration_date,member_level,account_balance,credit_score,total_spent,order_count,avg_order_amount,total_quantity,last_order_date,browse,cart,click,favorite,avg_duration_seconds,recency_days,member_level_score,rfm_label
U000017,23,男,北京,苏州,2025-11-30 22:38:35.747288,银牌会员,1326.29,670,17760.94,8.0,2220.1175,27.0,2026-02-16 22:38:35.866391,5.0,1.0,1.0,1.0,296.875,17.0,3,高价值用户
U000018,34,女,广东,郑州,2025-12-04 22:38:35.747288,钻石会员,2443.95,719,22760.27,4.0,5690.0675,14.0,2025-11-23 22:38:35.861335,3.0,1.0,2.0,0.0,267.0,102.0,5,一般用户
U000019,24,女,河南,西安,2025-07-27 22:38:35.747288,钻石会员,3752.78,629,15587.439999999999,3.0,5195.813333333333,10.0,2026-03-01 22:38:35.857691,3.0,1.0,2.0,1.0,180.0,4.0,5,潜力用户
U000020,20,女,重庆,苏州,2024-11-13 22:38:35.747288,金牌会员,3754.17,641,18808.420000000002,6.0,3134.736666666667,19.0,2026-03-01 22:38:35.857691,0.0,0.0,2.0,0.0,385.5,4.0,4,高价值用户
U000021,43,女,上海,天津,2024-10-15 22:38:35.747288,普通会员,7171.9,539,1760.0,2.0,880.0,4.0,2026-01-01 22:38:35.864872,6.0,0.0,0.0,2.0,156.25,63.0,1,流失风险用户
U000022,30,女,陕西,重庆,2023-04-06 22:38:35.747288,钻石会员,2222.05,765,2446.35,2.0,1223.175,6.0,2025-12-10 22:38:35.867478,0.0,2.0,2.0,2.0,117.16666666666667,85.0,5,流失风险用户
U000023,32,女,广西,西安,2022-09-20 22:38:35.747288,银牌会员,6307.97,575,792.75,1.0,792.75,1.0,2025-10-12 22:38:35.866391,7.0,0.0,3.0,0.0,190.7,144.0,3,流失风险用户
U000024,20,女,湖北,上海,2025-12-11 22:38:35.747288,金牌会员,4314.84,707,5794.95,2.0,2897.475,4.0,2025-10-30 22:38:35.867478,3.0,1.0,2.0,2.0,190.875,126.0,4,流失风险用户
U000025,27,男,陕西,北京,2022-12-12 22:38:35.747288,铜牌会员,16330.55,708,4318.9400000000005,5.0,863.7880000000001,12.0,2026-03-01 22:38:35.861335,2.0,0.0,2.0,1.0,264.4,4.0,2,潜力用户
U000026,32,女,四川,上海,2024-12-23 22:38:35.747288,铜牌会员,2432.98,681,23084.45,4.0,5771.1125,16.0,2026-02-27 22:38:35.861839,1.0,1.0,3.0,0.0,211.8,6.0,2,高价值用户
U000027,22,男,陕西,合肥,2022-01-29 22:38:35.747288,铜牌会员,11574.12,631,6554.9400000000005,5.0,1310.988,16.0,2026-01-02 22:38:35.864872,3.0,0.0,2.0,1.0,244.5,62.0,2,一般用户
U000028,35,女,湖北,武汉,2022-06-14 22:38:35.747288,普通会员,8591.87,620,9786.61,3.0,3262.2033333333334,10.0,2025-11-10 22:38:35.861335,5.0,1.0,2.0,1.0,162.77777777777777,115.0,1,一般用户
U000029,27,女,河南,重庆,2022-02-28 22:38:35.747288,铜牌会员,5075.92,644,20499.95,4.0,5124.9875,13.0,2026-02-28 22:38:35.864872,0.0,3.0,2.0,0.0,161.8,5.0,2,高价值用户
U000030,29,女,云南,广州,2023-01-14 22:38:35.747288,金牌会员,5314.02,497,1651.98,2.0,825.99,6.0,2026-02-03 22:38:35.859255,4.0,0.0,2.0,1.0,267.42857142857144,30.0,4,一般用户
U000031,27,男,上海,西安,2023-09-28 22:38:35.747288,普通会员,442.24,647,26876.56,6.0,4479.426666666667,14.0,2026-01-12 22:38:35.859255,1.0,0.0,1.0,1.0,192.66666666666666,52.0,1,潜力用户
U000032,46,男,陕西,深圳,2024-11-09 22:38:35.747288,普通会员,15001.17,768,2464.14,2.0,1232.07,5.0,2025-11-30 22:38:35.866952,4.0,0.0,0.0,2.0,190.0,95.0,1,流失风险用户
U000033,31,女,湖南,武汉,2023-07-30 22:38:35.747288,普通会员,565.49,631,8113.74,3.0,2704.58,9.0,2026-01-14 22:38:35.859255,1.0,0.0,2.0,2.0,211.6,50.0,1,潜力用户
U000034,23,女,江苏,上海,2022-10-16 22:38:35.747288,铜牌会员,4141.78,647,5392.52,1.0,5392.52,5.0,2025-11-09 22:38:35.858737,1.0,0.0,1.0,1.0,161.33333333333334,116.0,2,流失风险用户
U000035,38,女,陕西,广州,2024-07-14 22:38:35.747288,钻石会员,2002.92,568,18341.97,5.0,3668.3940000000002,12.0,2026-02-04 22:38:35.859255,5.0,2.0,1.0,2.0,191.7,29.0,5,高价值用户
U000036,22,男,江苏,上海,2021-07-22 22:38:35.747288,普通会员,2809.3,664,2118.33,1.0,2118.33,1.0,2026-02-08 22:38:35.859255,5.0,0.0,1.0,1.0,294.14285714285717,25.0,1,一般用户
U000037,33,女,陕西,武汉,2021-03-21 22:38:35.747288,普通会员,4710.39,587,1098.83,2.0,549.415,5.0,2026-02-06 22:38:35.861839,3.0,0.0,1.0,0.0,272.0,27.0,1,一般用户
U000038,18,女,山东,杭州,2026-01-21 22:38:35.747288,金牌会员,11976.32,717,18778.53,5.0,3755.7059999999997,18.0,2026-01-14 22:38:35.861839,2.0,2.0,1.0,2.0,156.28571428571428,50.0,4,潜力用户
U000039,21,男,广东,厦门,2021-11-02 22:38:35.747288,金牌会员,3058.45,741,3995.73,3.0,1331.91,10.0,2026-02-20 22:38:35.860334,1.0,0.0,2.0,0.0,315.6666666666667,13.0,4,潜力用户
U000040,33,男,辽宁,福州,2021-07-29 22:38:35.747288,普通会员,22002.81,758,28892.82,8.0,3611.6025,25.0,2026-02-23 22:38:35.858737,0.0,0.0,3.0,1.0,255.75,10.0,1,高价值用户
U000041,37,女,江西,合肥,2025-03-14 22:38:35.747288,银牌会员,4492.4,534,4893.99,4.0,1223.4975,8.0,2026-03-03 22:38:35.861839,2.0,1.0,2.0,1.0,188.66666666666666,2.0,3,潜力用户
U000042,33,女,广东,成都,2022-03-07 22:38:35.747288,银牌会员,875.07,707,5900.39,5.0,1180.078,14.0,2026-02-13 22:38:35.858737,2.0,1.0,2.0,0.0,250.0,20.0,3,潜力用户
U000043,31,女,重庆,上海,2023-09-22 22:38:35.747288,银牌会员,1053.66,701,21563.76,1.0,21563.76,5.0,2026-01-20 22:38:35.864872,1.0,0.0,1.0,1.0,348.3333333333333,44.0,3,一般用户
U000044,29,女,湖北,杭州,2024-03-09 22:38:35.747288,铜牌会员,6295.86,616,5096.57,3.0,1698.8566666666666,11.0,2025-12-29 22:38:35.864368,2.0,1.0,0.0,0.0,287.6666666666667,66.0,2,一般用户
U000045,20,女,云南,苏州,2024-07-14 22:38:35.747288,钻石会员,258.56,745,35678.04,4.0,8919.51,10.0,2026-01-22 22:38:35.861839,3.0,0.0,0.0,1.0,189.0,42.0,5,潜力用户
U000046,26,女,江西,郑州,2025-03-22 22:38:35.747288,普通会员,3272.92,683,1929.4,3.0,643.1333333333333,6.0,2026-02-24 22:38:35.863358,3.0,2.0,1.0,2.0,144.5,9.0,1,潜力用户
U000047,28,男,山东,青岛,2024-11-20 22:38:35.747288,普通会员,802.13,759,18010.33,2.0,9005.165,5.0,2026-02-11 22:38:35.867478,6.0,0.0,5.0,2.0,272.38461538461536,22.0,1,一般用户
U000048,40,男,河南,福州,2021-10-24 22:38:35.747288,铜牌会员,2838.91,548,557.6700000000001,2.0,278.83500000000004,7.0,2026-02-01 22:38:35.864368,6.0,2.0,0.0,2.0,109.5,32.0,2,一般用户
U000049,34,女,河南,北京,2024-03-16 22:38:35.747288,铜牌会员,6929.82,592,4604.75,5.0,920.95,18.0,2026-01-11 22:38:35.858737,3.0,0.0,0.0,0.0,137.33333333333334,53.0,2,潜力用户
U000050,18,女,北京,北京,2025-07-09 22:38:35.747288,金牌会员,3069.95,657,22054.510000000002,2.0,11027.255000000001,7.0,2026-01-23 22:38:35.863358,2.0,0.0,1.0,1.0,214.25,41.0,4,一般用户
U000051,34,女,安徽,成都,2025-07-29 22:38:35.747288,银牌会员,892.35,743,37147.88,4.0,9286.97,15.0,2026-01-03 22:38:35.865879,4.0,1.0,0.0,1.0,204.5,61.0,3,一般用户
U000052,28,女,山西,郑州,2023-12-18 22:38:35.747288,普通会员,1451.26,686,2145.11,2.0,1072.555,6.0,2026-02-02 22:38:35.865879,3.0,1.0,1.0,1.0,313.1666666666667,31.0,1,一般用户
U000053,26,男,重庆,天津,2025-07-20 22:38:35.747288,铜牌会员,2290.69,574,39966.51,7.0,5709.501428571429,28.0,2026-01-27 22:38:35.864872,5.0,1.0,4.0,0.0,266.6,37.0,2,潜力用户
U000054,36,女,辽宁,天津,2024-01-30 22:38:35.747288,铜牌会员,360.49,792,5371.98,1.0,5371.98,4.0,2026-02-23 22:38:35.859255,4.0,0.0,3.0,1.0,270.0,10.0,2,一般用户
U000055,40,男,辽宁,广州,2021-05-05 22:38:35.747288,钻石会员,4389.41,626,2354.64,2.0,1177.32,5.0,2026-01-06 22:38:35.859255,6.0,0.0,0.0,1.0,198.57142857142858,58.0,5,流失风险用户
U000056,39,男,江苏,福州,2024-03-01 22:38:35.747288,银牌会员,4676.52,576,827.55,2.0,413.775,7.0,2025-09-12 22:38:35.859255,4.0,0.0,0.0,1.0,254.6,174.0,3,流失风险用户
U000057,25,女,安徽,深圳,2022-09-16 22:38:35.747288,银牌会员,320.84,587,689.23,1.0,689.23,4.0,2026-03-05 22:38:35.865879,2.0,1.0,1.0,0.0,166.5,0.0,3,一般用户
U000058,29,女,山西,郑州,2024-08-11 22:38:35.747288,银牌会员,2573.43,543,4971.6900000000005,2.0,2485.8450000000003,2.0,2026-01-28 22:38:35.860334,2.0,0.0,1.0,2.0,205.0,36.0,3,一般用户
U000059,34,女,云南,上海,2021-07-27 22:38:35.747288,银牌会员,2672.18,470,1260.35,3.0,420.1166666666666,5.0,2025-12-28 22:38:35.860334,2.0,1.0,0.0,1.0,195.0,67.0,3,一般用户
U000060,39,男,安徽,济南,2025-11-07 22:38:35.747288,银牌会员,2030.97,640,21613.69,1.0,21613.69,5.0,2026-02-26 22:38:35.861839,3.0,1.0,1.0,1.0,149.16666666666666,7.0,3,一般用户
U000061,28,女,浙江,郑州,2022-01-01 22:38:35.747288,普通会员,4079.28,525,5025.23,3.0,1675.0766666666666,12.0,2025-12-17 22:38:35.863358,4.0,0.0,5.0,0.0,260.22222222222223,78.0,1,一般用户
U000062,30,男,浙江,合肥,2023-07-09 22:38:35.747288,金牌会员,2122.91,675,8324.01,4.0,2081.0025,10.0,2026-01-02 22:38:35.859255,2.0,1.0,3.0,1.0,343.7142857142857,62.0,4,一般用户
U000063,23,男,重庆,上海,2023-02-01 22:38:35.747288,银牌会员,2692.78,728,895.41,1.0,895.41,4.0,2026-02-14 22:38:35.868487,3.0,1.0,0.0,2.0,139.5,19.0,3,一般用户
U000064,22,女,河南,上海,2025-05-24 22:38:35.747288,银牌会员,7985.66,680,3219.34,2.0,1609.67,4.0,2026-02-04 22:38:35.868992,1.0,0.0,1.0,1.0,261.0,29.0,3,一般用户
U000065,38,女,云南,深圳,2023-12-21 22:38:35.747288,钻石会员,884.34,653,9329.43,2.0,4664.715,9.0,2026-02-26 22:38:35.861839,0.0,0.0,1.0,2.0,23.333333333333332,7.0,5,一般用户
U000066,42,女,广西,合肥,2025-08-26 22:38:35.747288,金牌会员,4826.28,526,618.05,2.0,309.025,7.0,2025-10-25 22:38:35.861839,1.0,0.0,2.0,1.0,153.25,131.0,4,流失风险用户
U000067,31,男,广东,郑州,2022-12-31 22:38:35.747288,金牌会员,3522.0,717,7458.88,4.0,1864.72,13.0,2026-02-22 22:38:35.866952,2.0,1.0,2.0,0.0,225.8,11.0,4,潜力用户
U000068,40,女,上海,青岛,2024-06-13 22:38:35.747288,钻石会员,1819.73,800,1330.44,3.0,443.48,6.0,2026-01-17 22:38:35.861839,0.0,0.0,2.0,1.0,208.33333333333334,47.0,5,潜力用户
U000069,34,男,上海,福州,2021-06-11 22:38:35.747288,普通会员,6501.22,762,28218.63,3.0,9406.210000000001,11.0,2025-10-27 22:38:35.860334,2.0,0.0,2.0,0.0,283.75,129.0,1,一般用户
U000070,26,女,浙江,苏州,2022-07-27 22:38:35.747288,铜牌会员,4005.76,543,7947.13,6.0,1324.5216666666668,13.0,2026-03-01 22:38:35.859255,5.0,0.0,2.0,0.0,330.7142857142857,4.0,2,高价值用户
U000071,34,男,广西,深圳,2022-08-17 22:38:35.747288,银牌会员,3244.33,643,5489.2699999999995,4.0,1372.3174999999999,12.0,2026-01-10 22:38:35.865879,4.0,0.0,2.0,0.0,310.6666666666667,54.0,3,潜力用户
U000072,44,男,安徽,成都,2021-04-06 22:38:35.747288,铜牌会员,5508.12,627,2970.9700000000003,2.0,1485.4850000000001,6.0,2026-01-16 22:38:35.865879,3.0,1.0,1.0,0.0,286.6,48.0,2,一般用户
U000073,31,女,河南,杭州,2024-01-25 22:38:35.747288,金牌会员,8104.78,618,2577.42,2.0,1288.71,4.0,2025-11-09 22:38:35.864368,5.0,0.0,1.0,1.0,241.85714285714286,116.0,4,流失风险用户
U000074,44,女,河北,青岛,2022-11-09 22:38:35.747288,银牌会员,17998.63,652,17691.08,7.0,2527.297142857143,24.0,2026-03-01 22:38:35.861839,5.0,0.0,0.0,1.0,208.5,4.0,3,高价值用户
U000075,18,男,山西,西安,2025-01-06 22:38:35.747288,银牌会员,4962.49,800,5900.32,2.0,2950.16,5.0,2026-03-03 22:38:35.860334,1.0,1.0,1.0,0.0,217.0,2.0,3,一般用户
U000076,38,男,陕西,广州,2022-02-22 22:38:35.747288,钻石会员,10374.86,658,0.0,0.0,0.0,0.0,,3.0,0.0,1.0,1.0,248.0,180.0,5,流失风险用户
U000077,32,女,江苏,福州,2025-09-14 22:38:35.747288,铜牌会员,5.46,614,15341.41,8.0,1917.67625,26.0,2026-02-20 22:38:35.860334,1.0,0.0,2.0,0.0,239.0,13.0,2,高价值用户
U000078,29,男,山西,上海,2025-11-02 22:38:35.747288,银牌会员,3777.62,673,8292.19,4.0,2073.0475,12.0,2026-03-05 22:38:35.859255,2.0,0.0,0.0,1.0,325.0,0.0,3,高价值用户
U000079,32,男,河北,南京,2022-05-21 22:38:35.747288,银牌会员,1208.11,544,3948.2,3.0,1316.0666666666666,11.0,2025-12-14 22:38:35.859255,1.0,0.0,2.0,1.0,305.25,81.0,3,一般用户
U000080,18,男,湖北,青岛,2024-10-25 22:38:35.747288,铜牌会员,494.64,592,37504.96,8.0,4688.12,20.0,2026-02-28 22:38:35.861839,6.0,1.0,1.0,0.0,161.625,5.0,2,高价值用户
U000081,30,男,四川,天津,2021-10-04 22:38:35.747288,普通会员,3796.13,728,3303.24,4.0,825.81,9.0,2026-01-10 22:38:35.863358,3.0,1.0,2.0,1.0,304.7142857142857,54.0,1,潜力用户
U000082,34,女,湖北,武汉,2024-06-21 22:38:35.747288,金牌会员,6868.4,665,2187.81,2.0,1093.905,6.0,2025-12-03 22:38:35.867478,3.0,1.0,0.0,2.0,156.0,92.0,4,流失风险用户
U000083,43,女,云南,成都,2025-08-24 22:38:35.747288,银牌会员,2657.46,800,4007.08,2.0,2003.54,6.0,2026-02-01 22:38:35.860262,7.0,0.0,2.0,2.0,156.63636363636363,32.0,3,一般用户
U000084,27,女,福建,杭州,2021-04-19 22:38:35.747288,金牌会员,5544.94,671,14788.13,1.0,14788.13,3.0,2025-10-10 22:38:35.867478,7.0,1.0,0.0,1.0,183.33333333333334,146.0,4,流失风险用户
U000085,25,女,山东,重庆,2024-10-15 22:38:35.747288,铜牌会员,3363.97,550,5819.9800000000005,3.0,1939.9933333333336,6.0,2026-01-23 22:38:35.861839,1.0,0.0,2.0,2.0,226.6,41.0,2,潜力用户
U000086,27,女,上海,成都,2021-03-27 22:38:35.747288,普通会员,2873.14,523,2971.58,3.0,990.5266666666666,12.0,2026-02-04 22:38:35.861839,7.0,0.0,2.0,0.0,262.44444444444446,29.0,1,潜力用户
U000087,39,男,陕西,厦门,2025-07-12 22:38:35.747288,铜牌会员,1714.26,730,1210.14,3.0,403.38000000000005,6.0,2026-02-09 22:38:35.858737,5.0,0.0,2.0,1.0,320.25,24.0,2,潜力用户
U000088,34,男,北京,福州,2023-12-18 22:38:35.747288,铜牌会员,2411.14,566,20459.54,4.0,5114.885,18.0,2026-02-09 22:38:35.858737,4.0,1.0,1.0,3.0,231.77777777777777,24.0,2,高价值用户
U000089,27,男,北京,福州,2024-07-14 22:38:35.747288,钻石会员,2152.34,559,21630.540000000005,3.0,7210.180000000001,11.0,2025-11-16 22:38:35.868487,3.0,1.0,0.0,0.0,83.5,109.0,5,一般用户
U000090,36,男,四川,厦门,2023-07-21 22:38:35.747288,普通会员,5194.94,608,3446.56,1.0,3446.56,5.0,2026-02-03 22:38:35.862847,2.0,0.0,4.0,0.0,291.8333333333333,30.0,1,一般用户
U000091,32,女,福建,深圳,2022-07-13 22:38:35.747288,钻石会员,616.6,729,19040.7,4.0,4760.175,11.0,2026-01-08 22:38:35.859255,2.0,0.0,3.0,0.0,435.8,56.0,5,一般用户
U000092,39,女,四川,郑州,2021-06-01 22:38:35.747288,钻石会员,486.06,620,25291.65,5.0,5058.33,18.0,2026-01-09 22:38:35.861839,2.0,0.0,6.0,1.0,254.0,55.0,5,潜力用户
U000093,26,男,福建,天津,2024-01-18 22:38:35.747288,钻石会员,5394.24,582,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,0.0,218.66666666666666,180.0,5,流失风险用户
U000094,29,女,山西,南京,2025-03-07 22:38:35.747288,铜牌会员,3951.57,747,3495.32,1.0,3495.32,5.0,2025-09-25 22:38:35.865879,5.0,0.0,1.0,0.0,416.5,161.0,2,流失风险用户
U000095,28,女,河南,重庆,2024-01-07 22:38:35.747288,钻石会员,2812.35,733,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,1.0,80.25,180.0,5,流失风险用户
U000096,20,女,上海,杭州,2024-02-07 22:38:35.747288,铜牌会员,826.99,783,1352.1599999999999,2.0,676.0799999999999,5.0,2026-01-12 22:38:35.864368,2.0,2.0,2.0,1.0,233.14285714285714,52.0,2,一般用户
U000097,34,女,山东,苏州,2024-12-01 22:38:35.747288,普通会员,2646.88,758,14264.0,4.0,3566.0,10.0,2026-02-06 22:38:35.860334,2.0,0.0,1.0,0.0,318.3333333333333,27.0,1,高价值用户
U000098,34,女,辽宁,苏州,2022-05-03 22:38:35.747288,普通会员,7796.86,734,24167.66,5.0,4833.532,12.0,2026-02-01 22:38:35.867478,2.0,0.0,2.0,0.0,255.0,32.0,1,潜力用户
U000099,32,女,福建,长沙,2024-08-06 22:38:35.747288,金牌会员,11019.19,589,11814.869999999999,6.0,1969.1449999999998,17.0,2026-02-08 22:38:35.860334,5.0,0.0,4.0,1.0,328.3,25.0,4,高价值用户
U000100,30,女,广东,武汉,2022-02-27 22:38:35.747288,普通会员,6062.99,702,7663.9400000000005,4.0,1915.9850000000001,10.0,2026-02-25 22:38:35.864872,4.0,0.0,3.0,2.0,141.66666666666666,8.0,1,潜力用户
U000101,20,女,重庆,深圳,2022-04-06 22:38:35.747288,铜牌会员,308.91,747,19710.55,5.0,3942.1099999999997,20.0,2026-01-26 22:38:35.862847,3.0,1.0,3.0,1.0,271.875,38.0,2,潜力用户
U000102,28,男,河北,厦门,2022-06-17 22:38:35.747288,普通会员,5549.53,798,30611.91,4.0,7652.9775,14.0,2026-03-05 22:38:35.864872,5.0,1.0,1.0,1.0,282.625,0.0,1,高价值用户
U000103,29,男,四川,武汉,2025-09-10 22:38:35.747288,铜牌会员,1378.67,663,20535.62,2.0,10267.81,5.0,2025-12-21 22:38:35.863358,1.0,0.0,0.0,1.0,225.5,74.0,2,流失风险用户
U000104,25,女,福建,长沙,2022-09-05 22:38:35.747288,普通会员,1893.52,610,625.95,1.0,625.95,1.0,2025-11-11 22:38:35.866952,4.0,0.0,2.0,1.0,167.28571428571428,114.0,1,流失风险用户
U000105,30,男,湖南,上海,2022-07-14 22:38:35.747288,金牌会员,1089.99,579,30976.05,4.0,7744.0125,16.0,2026-01-24 22:38:35.868487,2.0,0.0,3.0,0.0,343.0,40.0,4,潜力用户
U000106,35,男,江苏,西安,2025-02-18 22:38:35.747288,银牌会员,7475.1,728,10729.74,4.0,2682.435,15.0,2026-02-27 22:38:35.864368,2.0,1.0,2.0,0.0,251.0,6.0,3,高价值用户
U000107,47,女,安徽,合肥,2023-02-06 22:38:35.747288,金牌会员,5229.18,596,6991.280000000001,4.0,1747.8200000000002,10.0,2026-01-29 22:38:35.859255,3.0,0.0,3.0,0.0,394.0,35.0,4,潜力用户
U000108,33,男,江苏,成都,2022-01-02 22:38:35.747288,银牌会员,4731.62,658,446.1,1.0,446.1,1.0,2026-01-19 22:38:35.863358,1.0,1.0,1.0,1.0,194.0,45.0,3,一般用户
U000109,34,女,陕西,厦门,2024-09-20 22:38:35.747288,钻石会员,5512.69,579,7021.42,3.0,2340.4733333333334,6.0,2026-02-01 22:38:35.868487,6.0,0.0,0.0,1.0,348.57142857142856,32.0,5,潜力用户
U000110,31,女,河南,南京,2025-03-06 22:38:35.747288,铜牌会员,1350.99,637,8236.119999999999,3.0,2745.373333333333,8.0,2026-01-25 22:38:35.857691,2.0,1.0,3.0,1.0,200.71428571428572,39.0,2,潜力用户
U000111,18,女,广东,深圳,2023-07-03 22:38:35.747288,银牌会员,2940.73,685,25677.7,6.0,4279.616666666667,21.0,2026-03-05 22:38:35.857691,4.0,1.0,1.0,0.0,322.5,0.0,3,高价值用户
U000112,31,女,辽宁,西安,2023-12-19 22:38:35.747288,银牌会员,5015.43,671,10339.05,6.0,1723.175,11.0,2026-01-18 22:38:35.861839,5.0,3.0,3.0,0.0,169.8181818181818,46.0,3,潜力用户
U000113,32,男,山西,成都,2024-07-31 22:38:35.747789,铜牌会员,5061.17,709,7014.96,5.0,1402.992,17.0,2026-01-17 22:38:35.859255,3.0,1.0,2.0,2.0,182.875,47.0,2,潜力用户
U000114,51,女,山东,郑州,2022-07-04 22:38:35.747789,金牌会员,7847.53,540,9862.119999999999,4.0,2465.5299999999997,19.0,2026-02-19 22:38:35.867478,4.0,0.0,1.0,2.0,223.28571428571428,14.0,4,高价值用户
U000115,30,女,浙江,重庆,2022-03-27 22:38:35.747789,银牌会员,1692.1,640,6457.22,4.0,1614.305,6.0,2026-03-01 22:38:35.858737,1.0,0.0,1.0,0.0,233.0,4.0,3,潜力用户
U000116,34,女,湖北,福州,2022-12-21 22:38:35.747789,金牌会员,7355.69,612,727.96,1.0,727.96,1.0,2025-10-25 22:38:35.866952,2.0,0.0,1.0,1.0,229.25,131.0,4,流失风险用户
U000117,31,男,广东,宁波,2024-11-11 22:38:35.747789,银牌会员,2900.74,571,7242.52,3.0,2414.1733333333336,11.0,2026-02-03 22:38:35.860334,0.0,1.0,3.0,0.0,415.75,30.0,3,潜力用户
U000118,22,男,上海,济南,2022-04-03 22:38:35.747789,普通会员,5545.93,590,26885.81,6.0,4480.968333333333,23.0,2026-02-18 22:38:35.866952,5.0,0.0,1.0,2.0,239.75,15.0,1,高价值用户
U000119,41,女,上海,郑州,2024-04-10 22:38:35.747789,银牌会员,3041.45,578,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,375.75,180.0,3,流失风险用户
U000120,38,男,北京,武汉,2021-05-14 22:38:35.747789,普通会员,14841.57,677,5577.599999999999,2.0,2788.7999999999997,7.0,2025-11-18 22:38:35.859255,1.0,0.0,2.0,1.0,242.75,107.0,1,流失风险用户
U000121,38,女,山西,济南,2021-10-14 22:38:35.747789,银牌会员,988.0,682,13213.23,4.0,3303.3075,14.0,2026-02-20 22:38:35.860334,1.0,1.0,1.0,3.0,44.166666666666664,13.0,3,高价值用户
U000122,24,男,福建,杭州,2021-09-28 22:38:35.747789,银牌会员,5619.73,720,26428.51,3.0,8809.503333333332,7.0,2026-01-15 22:38:35.864368,4.0,0.0,2.0,1.0,364.0,49.0,3,潜力用户
